movieId,predicted_rating,n_neighbor_votes,title,genres,release_year,mean_rating,rating_count,bayesian_rating
27156,4.5,1.0,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",Action|Animation|Drama|Fantasy|Sci-Fi,1997,4.3,5,3.7677
27838,4.5,1.0,Mean Creek,Drama|Thriller,2004,3.75,2,3.543
30745,4.5,1.0,Gozu (Gokudô kyôfu dai-gekijô: Gozu),Comedy|Crime|Drama|Horror|Mystery,2003,4.75,2,3.7096
32582,4.5,1.0,"Wild Parrots of Telegraph Hill, The",Documentary,2003,4.75,2,3.7096
41724,4.5,1.0,Wal-Mart: The High Cost of Low Price,Documentary,2005,4.5,1,3.5923
47999,4.5,1.0,Jesus Camp,Documentary|Drama,2006,4.0714,7,3.7362
52319,4.5,1.0,Inglorious Bastards (Quel maledetto treno blindato),Action|Adventure|Drama|War,1978,3.5714,7,3.5303
53129,4.5,1.0,Mr. Brooks,Crime|Drama|Thriller,2007,4.0,7,3.7068
55687,4.5,1.0,My Kid Could Paint That,Documentary,2007,4.5,1,3.5923
55721,4.5,1.0,Elite Squad (Tropa de Elite),Action|Crime|Drama|Thriller,2007,4.3,10,3.9008
68945,4.5,1.0,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Action|Animation|Mystery|Sci-Fi,1997,4.0,2,3.5846
69394,4.5,1.0,"Stoning of Soraya M., The",Crime|Drama,2008,4.5,1,3.5923
69524,4.5,1.0,Raiders of the Lost Ark: The Adaptation,Action|Adventure|Thriller,1989,4.3333,3,3.6935
72489,4.5,1.0,Ninja Assassin,Action|Crime|Drama|Thriller,2009,4.1667,3,3.6551
80693,4.5,1.0,It's Kind of a Funny Story,Comedy|Drama,2010,3.1875,8,3.362
80860,4.5,1.0,Life as We Know It,Comedy|Romance,2010,3.0,6,3.3135
83134,4.5,1.0,Tucker & Dale vs Evil,Comedy|Horror,2010,3.9167,18,3.7684
86377,4.5,1.0,Louis C.K.: Shameless,Comedy,2007,4.0,7,3.7068
88810,4.5,1.0,"Help, The",Drama,2011,3.8333,21,3.7263
90576,4.5,1.0,What's Your Number?,Comedy|Romance,2011,4.5,1,3.5923
93721,4.5,1.0,Jiro Dreams of Sushi,Documentary,2011,4.1,5,3.701
96004,4.5,1.0,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),Action|Adventure|Animation,1993,3.25,2,3.4596
105197,4.5,1.0,Nebraska,Adventure|Drama,2013,4.125,4,3.6797
106438,4.5,1.0,Philomena,Comedy|Drama,2013,3.25,2,3.4596
112175,4.5,1.0,How to Train Your Dragon 2,Action|Adventure|Animation,2014,3.7667,15,3.6606
152105,4.5,1.0,Dad's Army,Comedy,1971,4.5,1,3.5923
170355,4.5,1.0,Mulholland Dr.,Drama|Mystery|Romance,1999,3.75,2,3.543
3494,4.493,2.0,True Grit,Adventure|Drama|Western,1969,4.0,6,3.6885
1230,4.478,4.0,Annie Hall,Comedy|Romance,1977,3.8707,58,3.8164
3435,4.375,3.0,Double Indemnity,Crime|Drama|Film-Noir,1944,4.3235,17,4.0191
1203,4.372,4.0,12 Angry Men,Drama,1957,4.1491,57,4.0525
6993,4.343,3.0,Hannah and Her Sisters,Comedy|Drama|Romance,1986,3.7692,13,3.6529
928,4.326,3.0,Rebecca,Drama|Mystery|Romance|Thriller,1940,4.1667,18,3.9291
7132,4.317,3.0,"Night at the Opera, A",Comedy|Musical|Romance,1935,4.1111,9,3.7903
1411,4.306,3.0,Hamlet,Crime|Drama|Romance,1996,4.0,16,3.8083
64969,4.302,2.0,Yes Man,Comedy,2008,3.6176,34,3.5913
914,4.261,2.0,My Fair Lady,Comedy|Drama|Musical|Romance,1964,4.0429,35,3.9226
926,4.261,2.0,All About Eve,Drama,1950,4.2292,24,4.0152
2202,4.261,2.0,Lifeboat,Drama|War,1944,4.3571,7,3.8539
7013,4.261,2.0,"Night of the Hunter, The",Drama|Film-Noir|Thriller,1955,4.0,7,3.7068
25825,4.261,2.0,Fury,Drama|Film-Noir,1936,3.375,4,3.4654
50685,4.261,2.0,Waitress,Comedy|Drama|Romance,2007,3.8333,6,3.626
1962,4.26,4.0,Driving Miss Daisy,Drama,1989,3.7391,23,3.6671
4160,4.257,2.0,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",Drama|Romance,2000,4.125,4,3.6797
3095,4.253,2.0,"Grapes of Wrath, The",Drama,1940,4.1111,9,3.7903
3062,4.246,2.0,"Longest Day, The",Action|Drama|War,1962,4.0,11,3.7627
1281,4.243,2.0,"Great Dictator, The",Comedy|Drama|War,1940,4.1333,15,3.8806
1086,4.239,2.0,Dial M for Murder,Crime|Mystery|Thriller,1954,4.1,25,3.929
31116,4.239,2.0,Sergeant York,Drama|War,1941,3.8333,3,3.5781
8542,4.231,2.0,"Day at the Races, A",Comedy|Musical,1937,4.0,3,3.6166
940,4.218,2.0,"Adventures of Robin Hood, The",Action|Adventure|Romance,1938,4.0,8,3.7231
6791,4.197,2.0,Babette's Feast (Babettes gæstebud),Drama,1987,4.4,5,3.801
6440,4.178,3.0,Barton Fink,Drama|Thriller,1991,4.0357,14,3.8132
3468,4.174,3.0,"Hustler, The",Drama,1961,4.3333,18,4.0363
2022,4.171,3.0,"Last Temptation of Christ, The",Drama,1988,3.6875,8,3.5842
8368,4.165,7.0,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|IMAX,2004,3.914,93,3.8739
2186,4.163,3.0,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,1951,3.98,25,3.8433
1209,4.155,3.0,Once Upon a Time in the West (C'era una volta il West),Action|Drama|Western,1968,4.3056,18,4.0184
1283,4.118,5.0,High Noon,Drama|Western,1952,4.2105,19,3.9661
2391,4.116,4.0,"Simple Plan, A",Crime|Drama|Thriller,1998,3.7955,22,3.7036
7022,4.099,4.0,Battle Royale (Batoru rowaiaru),Action|Drama|Horror|Thriller,2000,3.9333,30,3.8254
69069,4.07,2.0,Fired Up,Comedy,2009,3.5833,6,3.5322
65188,4.031,2.0,Dear Zachary: A Letter to a Son About His Father,Documentary,2008,3.875,4,3.6083
26133,4.013,2.0,"Charlie Brown Christmas, A",Animation|Children|Comedy,1965,4.0,6,3.6885
53000,4.012,3.0,28 Weeks Later,Horror|Sci-Fi|Thriller,2007,3.5952,21,3.565
2973,4.003,3.0,Crimes and Misdemeanors,Comedy|Crime|Drama,1989,3.9167,18,3.7684
930,4.0,3.0,Notorious,Film-Noir|Romance|Thriller,1946,4.25,20,4.0005
3498,4.0,3.0,Midnight Express,Drama,1978,4.0,8,3.7231
6104,4.0,3.0,Monty Python Live at the Hollywood Bowl,Comedy,1982,4.1667,9,3.8166
955,4.0,2.0,Bringing Up Baby,Comedy|Romance,1938,3.8611,18,3.7327
2587,4.0,2.0,Life,Comedy|Crime|Drama,1999,3.25,4,3.4297
2693,4.0,2.0,Trekkies,Documentary,1997,3.375,4,3.4654
3742,4.0,2.0,Battleship Potemkin,Drama|War,1925,3.65,10,3.5758
5632,4.0,2.0,Bloody Sunday,Drama,2002,3.6,5,3.5344
5782,4.0,2.0,"Professional, The (Le professionnel)",Action|Drama|Thriller,1981,3.8684,19,3.7419
6041,4.0,2.0,Amen.,Drama,2002,3.8333,3,3.5781
7028,4.0,2.0,Quick Change,Comedy|Crime,1990,3.5714,7,3.5303
7256,4.0,2.0,Touching the Void,Adventure|Documentary,2003,4.0,8,3.7231
7566,4.0,2.0,28 Up,Documentary,1985,4.0,3,3.6166
7934,4.0,2.0,Zelig,Comedy,1983,4.0,7,3.7068
7983,4.0,2.0,Broadway Danny Rose,Comedy,1984,4.2,5,3.7344
8167,4.0,2.0,Captain Blood,Action|Adventure|Romance,1935,4.0,2,3.5846
26712,4.0,2.0,35 Up,Documentary,1991,4.0,3,3.6166
48696,4.0,2.0,Little Children,Drama|Romance,2006,3.875,4,3.6083
49961,4.0,2.0,Notes on a Scandal,Drama,2006,3.75,4,3.5725
52767,4.0,2.0,21 Up,Documentary,1977,4.0,3,3.6166
232,4.0,1.0,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994,3.8929,14,3.7298
330,4.0,1.0,Tales from the Hood,Action|Crime|Horror,1995,3.0,6,3.3135
600,4.0,1.0,Love and a .45,Action|Comedy|Crime,1994,4.0,1,3.5469
609,4.0,1.0,Homeward Bound II: Lost in San Francisco,Adventure|Children,1996,3.5714,14,3.5423
760,4.0,1.0,Stalingrad,Drama|War,1993,4.25,2,3.6263
861,4.0,1.0,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action|Comedy|Crime|Thriller,1992,3.8333,9,3.6587
927,4.0,1.0,"Women, The",Comedy,1939,4.0,3,3.6166
936,4.0,1.0,Ninotchka,Comedy|Romance,1939,4.0,6,3.6885
942,4.0,1.0,Laura,Crime|Film-Noir|Mystery,1944,4.3333,6,3.8135
944,4.0,1.0,Lost Horizon,Drama,1937,4.0,3,3.6166
948,4.0,1.0,Giant,Drama|Romance|Western,1956,3.9167,6,3.6572
956,4.0,1.0,Penny Serenade,Drama|Romance,1941,4.0,1,3.5469
965,4.0,1.0,"39 Steps, The",Drama|Mystery|Thriller,1935,4.0455,11,3.7865
1066,4.0,1.0,Shall We Dance,Comedy|Musical|Romance,1937,4.5,4,3.7868
1232,4.0,1.0,Stalker,Drama|Mystery|Sci-Fi,1979,3.625,8,3.5564
1236,4.0,1.0,Trust,Comedy|Drama|Romance,1990,4.3333,3,3.6935
1260,4.0,1.0,M,Crime|Film-Noir|Thriller,1931,3.7333,15,3.6406
1273,4.0,1.0,Down by Law,Comedy|Drama|Film-Noir,1986,4.0455,11,3.7865
1296,4.0,1.0,"Room with a View, A",Drama|Romance,1986,3.7059,17,3.6302
1365,4.0,1.0,Ridicule,Drama,1996,3.5833,6,3.5322
1423,4.0,1.0,Hearts and Minds,Drama,1996,4.0,1,3.5469
1496,4.0,1.0,Anna Karenina,Drama|Romance,1997,4.0,1,3.5469
1537,4.0,1.0,Shall We Dance? (Shall We Dansu?),Comedy|Drama|Romance,1996,3.8077,13,3.6746
1545,4.0,1.0,Ponette,Drama,1996,4.5,2,3.668
1650,4.0,1.0,Washington Square,Drama,1997,3.75,2,3.543
1695,4.0,1.0,Artemisia,Drama,1997,4.0,2,3.5846
1797,4.0,1.0,Everest,Documentary|IMAX,1998,4.25,6,3.7822
1856,4.0,1.0,Kurt & Courtney,Documentary,1998,4.0,3,3.6166
1892,4.0,1.0,"Perfect Murder, A",Thriller,1998,3.2812,16,3.366
1902,4.0,1.0,Dream for an Insomniac,Drama|Romance,1996,4.0,1,3.5469
1913,4.0,1.0,Picnic at Hanging Rock,Drama|Mystery,1975,4.0,3,3.6166
1916,4.0,1.0,Buffalo '66 (a.k.a. Buffalo 66),Drama|Romance,1998,3.4167,12,3.4553
1931,4.0,1.0,Mutiny on the Bounty,Adventure|Drama,1935,4.1667,6,3.751
1938,4.0,1.0,"Lost Weekend, The",Drama,1945,4.0,3,3.6166
1940,4.0,1.0,Gentleman's Agreement,Drama,1947,4.0,1,3.5469
2041,4.0,1.0,Condorman,Action|Adventure|Children|Comedy,1981,3.3333,3,3.4627
2070,4.0,1.0,Tender Mercies,Drama|Romance|Western,1983,3.4,5,3.4677
2185,4.0,1.0,I Confess,Thriller,1953,4.0,2,3.5846
2203,4.0,1.0,Shadow of a Doubt,Crime|Drama|Thriller,1943,4.1429,7,3.7656
2327,4.0,1.0,Tales from the Darkside: The Movie,Fantasy|Horror|Thriller,1990,3.6667,3,3.5397
2442,4.0,1.0,Hilary and Jackie,Drama,1998,3.8333,3,3.5781
2494,4.0,1.0,"Last Days, The",Documentary,1998,4.0,2,3.5846
2579,4.0,1.0,Following,Crime|Mystery|Thriller,1998,3.8333,6,3.626
2612,4.0,1.0,Mildred Pierce,Drama|Film-Noir,1945,4.0,1,3.5469
2696,4.0,1.0,"Dinner Game, The (Dîner de cons, Le)",Comedy,1998,4.3333,3,3.6935
2739,4.0,1.0,"Color Purple, The",Drama,1985,3.9167,12,3.728
2852,4.0,1.0,"Soldier's Story, A",Drama,1984,4.0,1,3.5469
2927,4.0,1.0,Brief Encounter,Drama|Romance,1946,3.5,2,3.5013
2935,4.0,1.0,"Lady Eve, The",Comedy|Romance,1941,4.0,8,3.7231
2941,4.0,1.0,South Pacific,Musical|Romance|War,1958,3.7778,9,3.6324
2967,4.0,1.0,"Bad Seed, The",Drama|Thriller,1956,4.0,4,3.644
3011,4.0,1.0,"They Shoot Horses, Don't They?",Drama,1969,3.25,4,3.4297
3038,4.0,1.0,"Face in the Crowd, A",Drama,1957,4.2,5,3.7344
3057,4.0,1.0,Where's Marlowe?,Comedy,1998,4.0,1,3.5469
3077,4.0,1.0,42 Up,Documentary,1998,4.0,2,3.5846
3097,4.0,1.0,"Shop Around the Corner, The",Comedy|Drama|Romance,1940,3.6667,3,3.5397
3125,4.0,1.0,"End of the Affair, The",Drama,1999,4.0,1,3.5469
3135,4.0,1.0,"Great Santini, The",Drama,1979,3.6667,3,3.5397
3150,4.0,1.0,"War Zone, The",Drama|Thriller,1999,3.25,2,3.4596
3152,4.0,1.0,"Last Picture Show, The",Drama,1971,4.5,8,3.9453
3158,4.0,1.0,"Emperor and the Assassin, The (Jing ke ci qin wang)",Drama,1999,3.6667,3,3.5397
3185,4.0,1.0,Snow Falling on Cedars,Drama,1999,3.3333,3,3.4627
3200,4.0,1.0,"Last Detail, The",Comedy|Drama,1973,4.25,8,3.8342
3211,4.0,1.0,"Cry in the Dark, A",Drama,1988,3.75,2,3.543
3246,4.0,1.0,Malcolm X,Drama,1992,4.1667,15,3.9006
3310,4.0,1.0,"Kid, The",Comedy|Drama,1921,4.1,5,3.701
3323,4.0,1.0,Chain of Fools,Comedy|Crime,2000,4.0,1,3.5469
3330,4.0,1.0,Splendor in the Grass,Drama|Romance,1961,4.25,2,3.6263
3341,4.0,1.0,Born Yesterday,Comedy,1950,4.2857,7,3.8245
3350,4.0,1.0,"Raisin in the Sun, A",Drama,1961,3.8333,3,3.5781
3384,4.0,1.0,"Taking of Pelham One Two Three, The",Action|Crime,1974,4.5,4,3.7868
3447,4.0,1.0,"Good Earth, The",Drama,1937,4.0,2,3.5846
3474,4.0,1.0,Retroactive,Sci-Fi|Thriller,1997,4.0,1,3.5469
3475,4.0,1.0,"Place in the Sun, A",Drama|Romance,1951,4.5,2,3.668
3546,4.0,1.0,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1962,4.5,2,3.668
3632,4.0,1.0,Monsieur Verdoux,Comedy|Crime,1947,4.0,5,3.6677
3696,4.0,1.0,Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller,1986,3.1667,3,3.4243
3761,4.0,1.0,"Blood In, Blood Out",Action|Crime|Drama|Thriller,1993,4.0,1,3.5469
3801,4.0,1.0,Anatomy of a Murder,Drama|Mystery,1959,4.0,4,3.644
3811,4.0,1.0,Breaker Morant,Drama|War,1980,3.9286,7,3.6774
3816,4.0,1.0,"Official Story, The (La historia oficial)",Drama,1985,4.0,1,3.5469
3843,4.0,1.0,Sleepaway Camp,Horror,1983,2.375,4,3.1797
3849,4.0,1.0,The Spiral Staircase,Horror|Mystery|Thriller,1945,4.0,2,3.5846
3857,4.0,1.0,Bless the Child,Thriller,2000,4.0,1,3.5469
3859,4.0,1.0,"Eyes of Tammy Faye, The",Documentary,2000,3.75,2,3.543
3888,4.0,1.0,Skipped Parts,Drama|Romance,2000,4.0,1,3.5469
3932,4.0,1.0,"Invisible Man, The",Horror|Sci-Fi,1933,3.5,2,3.5013
4032,4.0,1.0,"Everlasting Piece, An",Comedy,2000,4.0,1,3.5469
4046,4.0,1.0,Friendly Persuasion,Drama,1956,4.0,1,3.5469
4077,4.0,1.0,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)",Drama|Thriller,2000,4.5,2,3.668
4146,4.0,1.0,"Million Dollar Hotel, The",Drama|Mystery|Romance,2001,3.0,3,3.3858
4152,4.0,1.0,Vatel,Drama,2000,4.25,2,3.6263
4164,4.0,1.0,"Caveman's Valentine, The",Drama,2001,3.5,2,3.5013
4171,4.0,1.0,Long Night's Journey Into Day,Documentary,2000,4.0,1,3.5469
4184,4.0,1.0,"Bishop's Wife, The",Comedy|Drama|Romance,1947,4.0,1,3.5469
4190,4.0,1.0,Elmer Gantry,Drama,1960,4.0,2,3.5846
4191,4.0,1.0,Alfie,Comedy|Drama|Romance,1966,3.25,4,3.4297
4211,4.0,1.0,Reversal of Fortune,Drama,1990,3.75,6,3.5947
4217,4.0,1.0,4 Little Girls,Documentary,1997,4.25,2,3.6263
4259,4.0,1.0,"Luzhin Defence, The",Drama|Romance,2000,3.5,4,3.5011
4263,4.0,1.0,Days of Wine and Roses,Drama,1962,4.0,2,3.5846
4300,4.0,1.0,Bread and Roses,Drama,2000,4.0,3,3.6166
4339,4.0,1.0,Von Ryan's Express,Action|Adventure|Drama|War,1965,3.75,4,3.5725
4347,4.0,1.0,Divided We Fall (Musíme si pomáhat),Comedy|Drama,2000,3.8333,3,3.5781
4350,4.0,1.0,Forgotten Silver,Comedy|Documentary,1996,4.25,2,3.6263
4439,4.0,1.0,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),Drama,1981,3.625,4,3.5368
4441,4.0,1.0,Game of Death,Action,1978,4.1667,3,3.6551
4459,4.0,1.0,Alaska: Spirit of the Wild,Documentary|IMAX,1997,4.0,1,3.5469
4465,4.0,1.0,"Accused, The",Drama,1988,3.7,5,3.5677
4660,4.0,1.0,Scenes from the Class Struggle in Beverly Hills,Comedy,1989,4.0,1,3.5469
4754,4.0,1.0,"Wicker Man, The",Drama|Horror|Mystery|Thriller,1973,3.9167,6,3.6572
4801,4.0,1.0,"Little Foxes, The",Drama,1941,4.0,2,3.5846
4809,4.0,1.0,Silkwood,Drama,1983,4.1667,3,3.6551
4811,4.0,1.0,Quadrophenia,Drama|Musical,1979,3.0,2,3.418
4835,4.0,1.0,Coal Miner's Daughter,Drama,1980,3.5,3,3.5012
4857,4.0,1.0,Fiddler on the Roof,Drama|Musical,1971,3.8125,8,3.6398
4970,4.0,1.0,"Blue Angel, The (Blaue Engel, Der)",Drama,1930,4.0,1,3.5469
4981,4.0,1.0,Clockwise,Comedy,1986,4.0,1,3.5469
5008,4.0,1.0,Witness for the Prosecution,Drama|Mystery|Thriller,1957,4.3889,9,3.9219
5012,4.0,1.0,Yentl,Drama|Musical|Romance,1983,4.0,1,3.5469
5014,4.0,1.0,I Am Sam,Drama,2001,3.7647,17,3.6672
5062,4.0,1.0,Seconds,Mystery|Sci-Fi|Thriller,1966,3.5,2,3.5013
