movieId,predicted_rating,n_neighbor_votes,title,genres,release_year,mean_rating,rating_count,bayesian_rating
81132,4.0,1.0,Rubber,Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,2010,3.75,2,3.543
81520,4.0,1.0,Undisputed III: Redemption,Action|Crime|Drama,2010,4.0,1,3.5469
84187,4.0,1.0,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),Action|Animation|Drama|Sci-Fi,2009,3.5,3,3.5012
85342,4.0,1.0,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro),Action|Crime|Drama,2010,4.3571,7,3.8539
85354,4.0,1.0,Mesrine: Public Enemy #1 (L'ennemi public n°1),Action|Crime,2008,3.5,3,3.5012
86628,4.0,1.0,Kill the Irishman,Action|Crime,2011,4.0,2,3.5846
86892,4.0,1.0,The Man from Nowhere,Action|Crime|Thriller,2010,4.5,3,3.732
93805,4.0,1.0,Iron Sky,Action|Comedy|Sci-Fi,2012,3.75,2,3.543
94985,4.0,1.0,Get the Gringo,Action|Crime|Drama|Thriller,2012,3.8333,3,3.5781
95004,4.0,1.0,Superman/Doomsday,Action|Animation,2007,4.0,1,3.5469
95165,4.0,1.0,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),Action|Adventure|Animation|Sci-Fi|Thriller,1990,4.0,1,3.5469
95473,4.0,1.0,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),Action|Adventure|Animation,1992,4.0,1,3.5469
95499,4.0,1.0,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),Action|Adventure|Animation,1993,4.0,1,3.5469
95519,4.0,1.0,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),Action|Adventure|Animation|Fantasy,1993,4.0,1,3.5469
95771,4.0,1.0,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),Action|Adventure|Animation,1994,4.0,1,3.5469
95780,4.0,1.0,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),Action|Adventure|Animation,1994,4.0,1,3.5469
95965,4.0,1.0,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),Action|Adventure|Animation,1990,4.0,1,3.5469
100579,4.0,1.0,Universal Soldier: Day of Reckoning,Action|Sci-Fi|Thriller,2012,4.0,1,3.5469
103883,4.0,1.0,2 Guns,Action|Comedy|Crime,2013,4.0,3,3.6166
112897,4.0,1.0,The Expendables 3,Action|Adventure,2014,3.5,3,3.5012
117867,4.0,1.0,'71,Action|Drama|Thriller|War,2014,4.0,1,3.5469
133802,4.0,1.0,Slow West,Action|Thriller|Western,2015,4.25,2,3.6263
134170,4.0,1.0,Kung Fury,Action|Comedy|Fantasy|Sci-Fi,2015,3.7143,7,3.5892
135815,4.0,1.0,The Magnificent Ruffians,Action|Drama,1979,4.0,1,3.5469
137859,4.0,1.0,Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans,Action|Adventure|Animation,1993,4.0,1,3.5469
137863,4.0,1.0,Dragon Ball Z: Resurrection of F,Action|Adventure|Animation|Fantasy,2015,4.0,1,3.5469
141400,4.0,1.0,Invincible Shaolin,Action,1978,4.0,1,3.5469
141544,4.0,1.0,Turbo Kid,Action|Adventure|Sci-Fi,2015,3.5,3,3.5012
146309,4.0,1.0,The Boy and the Beast,Action|Adventure|Animation,2015,4.0,1,3.5469
147382,4.0,1.0,Doctor Who: Voyage Of The Damned,Action|Sci-Fi,2007,4.5,3,3.732
147657,4.0,1.0,Masked Avengers,Action,1981,4.0,1,3.5469
163056,4.0,1.0,Shin Godzilla,Action|Adventure|Fantasy|Sci-Fi,2016,4.0,1,3.5469
172497,4.0,1.0,T2 3-D: Battle Across Time,Action|Adventure|Sci-Fi,1996,4.0,1,3.5469
179401,4.0,1.0,Jumanji: Welcome to the Jungle,Action|Adventure|Children,2017,3.6667,6,3.5635
188301,4.0,1.0,Ant-Man and the Wasp,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018,3.6667,3,3.5397
3681,3.988,18.0,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,1965,4.1515,33,4.0004
65514,3.981,4.0,Ip Man,Action|Drama|War,2008,3.95,10,3.7258
2366,3.978,6.0,King Kong,Action|Adventure|Fantasy|Horror,1933,3.64,25,3.6004
3726,3.959,2.0,Assault on Precinct 13,Action|Thriller,1976,3.6,5,3.5344
105585,3.948,2.0,Machete Kills (Machete 2),Action|Crime|Thriller,2013,4.0,2,3.5846
8730,3.936,2.0,To End All Wars,Action|Drama|War,2001,4.0,2,3.5846
110501,3.91,4.0,The Raid 2: Berandal,Action|Crime|Thriller,2014,3.9286,7,3.6774
861,3.895,4.0,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action|Comedy|Crime|Thriller,1992,3.8333,9,3.6587
7802,3.883,7.0,"Warriors, The",Action|Adventure|Crime|Thriller,1979,3.9375,8,3.6953
114935,3.867,4.0,Predestination,Action|Mystery|Sci-Fi|Thriller,2014,3.9,10,3.7008
57640,3.86,14.0,Hellboy II: The Golden Army,Action|Adventure|Fantasy|Sci-Fi,2008,3.8056,18,3.697
106487,3.859,7.0,The Hunger Games: Catching Fire,Action|Adventure|Sci-Fi|IMAX,2013,3.6346,26,3.5977
4339,3.856,3.0,Von Ryan's Express,Action|Adventure|Drama|War,1965,3.75,4,3.5725
6350,3.848,11.0,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1986,4.0625,24,3.8975
42946,3.832,2.0,Project A ('A' gai waak),Action|Comedy,1983,4.0,2,3.5846
5782,3.831,8.0,"Professional, The (Le professionnel)",Action|Drama|Thriller,1981,3.8684,19,3.7419
1518,3.805,5.0,Breakdown,Action|Thriller,1997,3.3462,13,3.4137
6893,3.804,8.0,"Italian Job, The",Action|Comedy|Crime,1969,3.85,10,3.6758
4441,3.8,2.0,Game of Death,Action,1978,4.1667,3,3.6551
52319,3.791,2.0,Inglorious Bastards (Quel maledetto treno blindato),Action|Adventure|Drama|War,1978,3.5714,7,3.5303
6808,3.785,3.0,Where Eagles Dare,Action|Adventure|War,1968,4.0,4,3.644
136449,3.784,2.0,Ghost in the Shell 2.0,Action|Animation|Sci-Fi,2008,3.75,2,3.543
111362,3.783,12.0,X-Men: Days of Future Past,Action|Adventure|Sci-Fi,2014,3.8333,30,3.7504
112138,3.781,5.0,22 Jump Street,Action|Comedy|Crime,2014,3.6842,19,3.6212
6645,3.777,7.0,THX 1138,Action|Adventure|Drama|Sci-Fi,1971,3.7857,7,3.6186
31878,3.76,11.0,Kung Fu Hustle (Gong fu),Action|Comedy,2004,3.5789,19,3.5523
86142,3.759,3.0,13 Assassins (Jûsan-nin no shikaku),Action,2010,4.0,4,3.644
84942,3.753,2.0,Drive Angry,Action|Fantasy|Thriller,2011,3.75,2,3.543
91974,3.753,2.0,Underworld: Awakening,Action|Fantasy|Horror|IMAX,2012,3.8,5,3.601
93510,3.751,8.0,21 Jump Street,Action|Comedy|Crime,2012,3.8654,26,3.7643
74668,3.743,2.0,District 13: Ultimatum (Banlieue 13 - Ultimatum),Action|Sci-Fi,2009,3.75,2,3.543
8968,3.742,4.0,After the Sunset,Action|Adventure|Comedy|Crime|Thriller,2004,3.5833,6,3.5322
90600,3.74,2.0,Headhunters (Hodejegerne),Action|Crime|Thriller,2011,3.6,5,3.5344
1927,3.724,2.0,All Quiet on the Western Front,Action|Drama|War,1930,4.35,10,3.9258
3153,3.723,2.0,"7th Voyage of Sinbad, The",Action|Adventure|Fantasy,1958,4.4,5,3.801
130634,3.72,2.0,Furious 7,Action|Crime|Thriller,2015,2.75,6,3.2197
95497,3.718,2.0,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),Action|Adventure|Animation,1992,3.75,2,3.543
140956,3.711,2.0,Ready Player One,Action|Sci-Fi|Thriller,2018,3.5,4,3.5011
6966,3.708,2.0,Darkman,Action|Crime|Fantasy|Sci-Fi|Thriller,1990,3.8333,3,3.5781
7657,3.708,2.0,Versus,Action|Comedy|Fantasy|Horror,2000,3.75,2,3.543
26159,3.708,2.0,Tokyo Drifter (Tôkyô nagaremono),Action|Crime|Drama,1966,3.75,2,3.543
70728,3.705,2.0,Bronson,Action|Comedy|Drama|Thriller,2009,3.8333,3,3.5781
110102,3.703,9.0,Captain America: The Winter Soldier,Action|Adventure|Sci-Fi|IMAX,2014,3.7419,31,3.6833
7360,3.699,12.0,Dawn of the Dead,Action|Drama|Horror|Thriller,2004,3.9062,16,3.7506
2524,3.699,4.0,"Towering Inferno, The",Action|Adventure|Drama|Thriller,1974,3.2222,9,3.3692
99813,3.69,4.0,"Batman: The Dark Knight Returns, Part 2",Action|Animation,2013,3.875,8,3.6675
102125,3.681,11.0,Iron Man 3,Action|Sci-Fi|Thriller|IMAX,2013,3.5625,32,3.548
42718,3.678,3.0,District 13 (Banlieue 13),Action|Crime|Sci-Fi,2004,3.8,5,3.601
119141,3.666,3.0,The Interview,Action|Comedy,2014,3.4583,12,3.478
5899,3.664,3.0,Zulu,Action|Drama|War,1964,4.0,4,3.644
122920,3.658,10.0,Captain America: Civil War,Action|Sci-Fi|Thriller,2016,3.6136,22,3.5786
102716,3.646,3.0,"Fast & Furious 6 (Fast and the Furious 6, The)",Action|Crime|Thriller|IMAX,2013,3.3571,7,3.4421
2924,3.636,5.0,Drunken Master (Jui kuen),Action|Comedy,1978,4.05,10,3.7758
940,3.632,5.0,"Adventures of Robin Hood, The",Action|Adventure|Romance,1938,4.0,8,3.7231
102123,3.624,4.0,This Is the End,Action|Comedy,2013,3.2143,14,3.334
36850,3.624,2.0,Police Story 2 (Ging chaat goo si juk jaap),Action|Comedy|Crime|Thriller,1988,3.75,2,3.543
53022,3.624,2.0,Wheels on Meals (Kuai can che),Action|Comedy|Crime|Romance,1984,3.75,2,3.543
8501,3.618,4.0,"Hitcher, The",Action|Thriller,1986,3.625,4,3.5368
86644,3.613,5.0,"Fast Five (Fast and the Furious 5, The)",Action|Crime|Drama|Thriller|IMAX,2011,3.05,10,3.2758
90746,3.603,5.0,"Adventures of Tintin, The",Action|Animation|Mystery|IMAX,2011,3.5,12,3.5007
103228,3.598,9.0,Pacific Rim,Action|Adventure|Sci-Fi|IMAX,2013,3.6071,14,3.5632
2728,3.597,9.0,Spartacus,Action|Drama|Romance|War,1960,3.5769,13,3.5442
3265,3.588,6.0,Hard-Boiled (Lat sau san taam),Action|Crime|Drama|Thriller,1992,4.0,9,3.7377
66785,3.583,4.0,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",Action|Adventure|Comedy|Western,2008,3.8,5,3.601
92420,3.578,6.0,Chronicle,Action|Sci-Fi|Thriller,2012,3.375,8,3.4453
6664,3.577,5.0,Commando,Action|Adventure,1985,3.5,6,3.501
330,3.575,2.0,Tales from the Hood,Action|Crime|Horror,1995,3.0,6,3.3135
1429,3.574,7.0,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Action|Adventure|Comedy|Thriller,1996,3.575,20,3.5505
79274,3.561,3.0,Batman: Under the Red Hood,Action|Animation,2010,3.6667,3,3.5397
7569,3.554,6.0,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,1967,3.8333,12,3.6825
70,3.552,25.0,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996,3.5091,55,3.5079
34323,3.547,6.0,"Devil's Rejects, The",Action|Crime|Horror,2005,3.7143,7,3.5892
5522,3.545,4.0,Rollerball,Action|Drama|Sci-Fi,1975,3.5,4,3.5011
73569,3.54,2.0,Project A 2 ('A' gai wak juk jap),Action|Comedy|Crime,1987,3.75,2,3.543
63433,3.528,4.0,Farscape: The Peacekeeper Wars,Action|Adventure|Sci-Fi,2004,3.5,4,3.5011
62849,3.527,10.0,RocknRolla,Action|Crime,2008,3.7692,13,3.6529
62956,3.52,6.0,Futurama: Bender's Game,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,2008,3.4444,9,3.4745
4855,3.514,10.0,Dirty Harry,Action|Crime|Thriller,1971,3.775,20,3.6839
6196,3.514,3.0,Cradle 2 the Grave,Action|Crime|Drama|Thriller,2003,3.5,3,3.5012
159093,3.51,3.0,Now You See Me 2,Action|Comedy|Thriller,2016,3.6364,11,3.5722
60161,3.506,6.0,Futurama: The Beast with a Billion Backs,Action|Animation|Comedy|Romance|Sci-Fi,2008,3.5,6,3.501
88699,3.506,2.0,Death Race 2,Action|Sci-Fi|Thriller,2010,3.5,2,3.5013
4552,3.5,2.0,"Tetsuo, the Ironman (Tetsuo)",Action|Horror|Sci-Fi|Thriller,1988,3.5,3,3.5012
61026,3.5,2.0,Red Cliff (Chi bi),Action|Adventure|Drama|War,2008,4.0,3,3.6166
68486,3.5,2.0,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),Action|Drama|War,2009,4.0,3,3.6166
109578,3.5,2.0,Non-Stop,Action|Mystery|Thriller,2014,3.25,4,3.4297
384,3.5,1.0,Bad Company,Action|Crime|Drama,1995,3.25,2,3.4596
875,3.5,1.0,Nothing to Lose,Action|Crime|Drama,1994,3.5,1,3.5014
4064,3.5,1.0,Coffy,Action|Crime|Thriller,1973,3.5,1,3.5014
4956,3.5,1.0,"Stunt Man, The",Action|Adventure|Comedy|Drama|Romance|Thriller,1980,4.5,3,3.732
5409,3.5,1.0,Rapid Fire,Action,1992,3.75,2,3.543
5580,3.5,1.0,Aspen Extreme,Action,1993,3.5,1,3.5014
6095,3.5,1.0,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye),Action,1982,3.5,1,3.5014
6387,3.5,1.0,Once a Thief (Zong heng si hai),Action|Comedy|Crime|Thriller,1991,3.6667,3,3.5397
6395,3.5,1.0,"Crazies, The (a.k.a. Code Name: Trixie)",Action|Drama|Horror|Sci-Fi|Thriller,1973,3.5,1,3.5014
6506,3.5,1.0,Fulltime Killer (Chuen jik sat sau),Action|Thriller,2001,3.5,1,3.5014
6990,3.5,1.0,The Great Train Robbery,Action|Adventure|Comedy|Crime|Drama,1978,3.5,1,3.5014
7302,3.5,1.0,"Thief of Bagdad, The",Action|Adventure|Fantasy,1924,3.5,1,3.5014
8093,3.5,1.0,Shiri (Swiri),Action|Drama|Romance|Thriller,1999,3.5,1,3.5014
25946,3.5,1.0,"Three Musketeers, The",Action|Adventure|Drama|Romance,1948,3.5,1,3.5014
26399,3.5,1.0,Five Deadly Venoms,Action,1978,3.5,1,3.5014
26765,3.5,1.0,City Hunter (Sing si lip yan),Action|Comedy|Romance,1993,2.75,2,3.3763
27002,3.5,1.0,From the Earth to the Moon,Action|Documentary|Drama|Thriller,1998,3.5,1,3.5014
27865,3.5,1.0,Azumi,Action|Adventure|Drama|Thriller,2003,2.75,2,3.3763
27905,3.5,1.0,Casshern,Action|Drama|Fantasy|Sci-Fi,2004,3.5,1,3.5014
31664,3.5,1.0,Gorgeous (Boh lee chun),Action|Comedy|Romance,1999,3.5,1,3.5014
32387,3.5,1.0,"Sword of Doom, The (Dai-bosatsu tôge)",Action|Drama,1966,4.25,2,3.6263
32460,3.5,1.0,Knockin' on Heaven's Door,Action|Comedy|Crime|Drama,1997,4.25,4,3.7154
36931,3.5,1.0,New Police Story (Xin jing cha gu shi),Action|Crime|Drama,2004,3.5,1,3.5014
41627,3.5,1.0,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),Action|Drama,1967,3.5,1,3.5014
43549,3.5,1.0,Helter Skelter,Action|Crime|Drama|Horror,2004,3.5,1,3.5014
47254,3.5,1.0,Chaos,Action|Crime|Drama|Thriller,2005,3.5,1,3.5014
52831,3.5,1.0,Maniac Cop,Action|Crime|Horror|Thriller,1988,3.5,1,3.5014
58627,3.5,1.0,Never Back Down,Action,2008,3.5,1,3.5014
60471,3.5,1.0,Rogue,Action|Adventure|Horror|Sci-Fi|Thriller,2007,3.5,1,3.5014
