neighbor_userId,cosine_sim,movieId,title,user414_rating,neighbor_rating
599,0.5481869859152568,292,Outbreak,3.0,3.0
599,0.5481869859152568,293,Léon: The Professional (a.k.a. The Professional) (Léon),5.0,5.0
599,0.5481869859152568,296,Pulp Fiction,5.0,5.0
599,0.5481869859152568,300,Quiz Show,4.0,3.5
599,0.5481869859152568,303,"Quick and the Dead, The",3.0,3.5
599,0.5481869859152568,312,Stuart Saves His Family,2.0,1.5
599,0.5481869859152568,314,"Secret of Roan Inish, The",3.0,2.5
599,0.5481869859152568,316,Stargate,3.0,3.0
599,0.5481869859152568,318,"Shawshank Redemption, The",5.0,4.0
599,0.5481869859152568,322,Swimming with Sharks,5.0,3.5
599,0.5481869859152568,325,National Lampoon's Senior Trip,2.0,1.5
599,0.5481869859152568,327,Tank Girl,3.0,2.5
599,0.5481869859152568,329,Star Trek: Generations,3.0,4.0
599,0.5481869859152568,333,Tommy Boy,3.0,2.5
599,0.5481869859152568,337,What's Eating Gilbert Grape,4.0,2.0
599,0.5481869859152568,338,Virtuosity,2.0,3.0
599,0.5481869859152568,342,Muriel's Wedding,4.0,2.5
599,0.5481869859152568,344,Ace Ventura: Pet Detective,2.0,2.5
599,0.5481869859152568,345,"Adventures of Priscilla, Queen of the Desert, The",4.0,2.5
599,0.5481869859152568,348,Bullets Over Broadway,4.0,3.0
599,0.5481869859152568,349,Clear and Present Danger,3.0,3.0
599,0.5481869859152568,350,"Client, The",2.0,2.0
599,0.5481869859152568,353,"Crow, The",5.0,2.5
599,0.5481869859152568,355,"Flintstones, The",1.0,1.0
599,0.5481869859152568,356,Forrest Gump,5.0,3.5
599,0.5481869859152568,357,Four Weddings and a Funeral,4.0,2.5
599,0.5481869859152568,361,It Could Happen to You,2.0,2.5
599,0.5481869859152568,364,"Lion King, The",4.0,3.0
599,0.5481869859152568,367,"Mask, The",4.0,3.0
599,0.5481869859152568,368,Maverick,4.0,2.5
599,0.5481869859152568,373,Red Rock West,4.0,3.0
599,0.5481869859152568,374,Richie Rich,1.0,1.5
599,0.5481869859152568,377,Speed,4.0,3.0
599,0.5481869859152568,379,Timecop,2.0,2.5
599,0.5481869859152568,380,True Lies,4.0,3.0
599,0.5481869859152568,382,Wolf,3.0,1.5
599,0.5481869859152568,383,Wyatt Earp,3.0,3.0
599,0.5481869859152568,412,"Age of Innocence, The",4.0,3.0
599,0.5481869859152568,413,Airheads,2.0,2.5
599,0.5481869859152568,414,"Air Up There, The",2.0,2.0
599,0.5481869859152568,415,Another Stakeout,2.0,1.5
599,0.5481869859152568,416,Bad Girls,2.0,2.0
599,0.5481869859152568,420,Beverly Hills Cop III,2.0,2.0
599,0.5481869859152568,423,Blown Away,2.0,2.5
599,0.5481869859152568,428,"Bronx Tale, A",4.0,3.0
599,0.5481869859152568,429,Cabin Boy,2.0,1.5
599,0.5481869859152568,431,Carlito's Way,5.0,4.0
599,0.5481869859152568,432,City Slickers II: The Legend of Curly's Gold,2.0,1.5
599,0.5481869859152568,434,Cliffhanger,3.0,2.0
599,0.5481869859152568,438,"Cowboy Way, The",2.0,2.0
599,0.5481869859152568,440,Dave,3.0,2.5
599,0.5481869859152568,441,Dazed and Confused,4.0,3.5
599,0.5481869859152568,442,Demolition Man,3.0,2.5
599,0.5481869859152568,453,For Love or Money,3.0,2.0
599,0.5481869859152568,454,"Firm, The",3.0,3.0
599,0.5481869859152568,457,"Fugitive, The",5.0,3.0
599,0.5481869859152568,458,Geronimo: An American Legend,3.0,2.0
599,0.5481869859152568,459,"Getaway, The",2.0,1.5
599,0.5481869859152568,464,Hard Target,2.0,2.0
599,0.5481869859152568,466,Hot Shots! Part Deux,2.0,3.5
599,0.5481869859152568,471,"Hudsucker Proxy, The",5.0,2.5
599,0.5481869859152568,474,In the Line of Fire,4.0,2.5
599,0.5481869859152568,477,What's Love Got to Do with It?,3.5,2.0
599,0.5481869859152568,480,Jurassic Park,4.0,4.0
599,0.5481869859152568,481,Kalifornia,3.0,2.0
599,0.5481869859152568,485,Last Action Hero,3.0,3.0
599,0.5481869859152568,487,Lightning Jack,2.0,2.0
599,0.5481869859152568,491,"Man Without a Face, The",4.0,3.0
599,0.5481869859152568,494,Executive Decision,4.0,2.0
599,0.5481869859152568,497,Much Ado About Nothing,5.0,3.0
599,0.5481869859152568,500,Mrs. Doubtfire,3.0,3.0
599,0.5481869859152568,508,Philadelphia,3.5,3.0
599,0.5481869859152568,516,Renaissance Man,3.0,2.5
599,0.5481869859152568,517,Rising Sun,2.0,2.5
599,0.5481869859152568,519,RoboCop 3,2.0,2.0
599,0.5481869859152568,524,Rudy,5.0,2.5
599,0.5481869859152568,529,Searching for Bobby Fischer,4.0,3.0
599,0.5481869859152568,533,"Shadow, The",2.0,2.5
599,0.5481869859152568,535,Short Cuts,3.0,3.0
599,0.5481869859152568,538,Six Degrees of Separation,4.0,2.5
599,0.5481869859152568,539,Sleepless in Seattle,2.0,3.0
599,0.5481869859152568,541,Blade Runner,5.0,4.5
599,0.5481869859152568,542,Son in Law,2.0,2.0
599,0.5481869859152568,543,So I Married an Axe Murderer,4.0,2.5
599,0.5481869859152568,544,Striking Distance,2.0,1.5
599,0.5481869859152568,551,"Nightmare Before Christmas, The",4.0,3.5
599,0.5481869859152568,552,"Three Musketeers, The",3.0,2.0
599,0.5481869859152568,553,Tombstone,4.0,2.5
599,0.5481869859152568,555,True Romance,5.0,3.5
599,0.5481869859152568,562,Welcome to the Dollhouse,4.0,2.0
599,0.5481869859152568,585,"Brady Bunch Movie, The",2.5,2.0
599,0.5481869859152568,586,Home Alone,3.0,3.0
599,0.5481869859152568,587,Ghost,3.0,2.5
599,0.5481869859152568,588,Aladdin,4.0,3.0
599,0.5481869859152568,589,Terminator 2: Judgment Day,5.0,4.5
599,0.5481869859152568,592,Batman,4.0,3.5
599,0.5481869859152568,593,"Silence of the Lambs, The",4.0,3.0
599,0.5481869859152568,594,Snow White and the Seven Dwarfs,4.0,3.5
599,0.5481869859152568,595,Beauty and the Beast,3.0,3.5
599,0.5481869859152568,596,Pinocchio,4.0,3.5
599,0.5481869859152568,597,Pretty Woman,3.0,3.0
599,0.5481869859152568,599,"Wild Bunch, The",5.0,3.0
599,0.5481869859152568,605,One Fine Day,3.0,2.5
599,0.5481869859152568,608,Fargo,5.0,3.5
599,0.5481869859152568,610,Heavy Metal,4.0,3.5
599,0.5481869859152568,612,"Pallbearer, The",2.0,1.5
599,0.5481869859152568,628,Primal Fear,4.0,3.5
599,0.5481869859152568,647,Courage Under Fire,3.0,3.0
599,0.5481869859152568,648,Mission: Impossible,4.0,3.0
599,0.5481869859152568,653,Dragonheart,3.0,2.0
599,0.5481869859152568,663,Kids in the Hall: Brain Candy,3.0,2.0
599,0.5481869859152568,673,Space Jam,2.0,2.5
599,0.5481869859152568,694,"Substitute, The",3.0,2.5
599,0.5481869859152568,704,"Quest, The",2.0,0.5
599,0.5481869859152568,707,Mulholland Falls,2.0,2.5
599,0.5481869859152568,708,"Truth About Cats & Dogs, The",4.0,2.0
599,0.5481869859152568,719,Multiplicity,1.0,3.0
599,0.5481869859152568,720,Wallace & Gromit: The Best of Aardman Animation,5.0,4.5
599,0.5481869859152568,724,"Craft, The",2.0,2.5
599,0.5481869859152568,733,"Rock, The",3.0,3.5
599,0.5481869859152568,736,Twister,3.0,2.5
599,0.5481869859152568,737,Barb Wire,3.0,1.5
599,0.5481869859152568,741,Ghost in the Shell (Kôkaku kidôtai),5.0,5.0
599,0.5481869859152568,742,Thinner,1.0,1.0
599,0.5481869859152568,743,Spy Hard,2.0,1.0
599,0.5481869859152568,745,Wallace & Gromit: A Close Shave,5.0,4.0
599,0.5481869859152568,748,"Arrival, The",3.0,2.5
599,0.5481869859152568,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,5.0,5.0
599,0.5481869859152568,761,"Phantom, The",2.0,2.5
599,0.5481869859152568,762,Striptease,2.0,2.5
599,0.5481869859152568,778,Trainspotting,5.0,3.5
599,0.5481869859152568,780,Independence Day (a.k.a. ID4),4.0,3.5
599,0.5481869859152568,782,"Fan, The",2.0,2.5
599,0.5481869859152568,784,"Cable Guy, The",3.0,2.0
599,0.5481869859152568,786,Eraser,3.0,2.0
599,0.5481869859152568,788,"Nutty Professor, The",3.0,2.5
599,0.5481869859152568,799,"Frighteners, The",4.0,2.5
599,0.5481869859152568,802,Phenomenon,3.0,2.5
599,0.5481869859152568,809,Fled,2.0,1.5
599,0.5481869859152568,832,Ransom,3.0,2.5
599,0.5481869859152568,836,Chain Reaction,2.0,2.0
599,0.5481869859152568,838,Emma,3.0,3.0
599,0.5481869859152568,842,Tales from the Crypt Presents: Bordello of Blood,2.0,1.5
599,0.5481869859152568,849,Escape from L.A.,2.0,1.5
599,0.5481869859152568,852,Tin Cup,4.0,2.0
599,0.5481869859152568,858,"Godfather, The",5.0,4.0
599,0.5481869859152568,880,"Island of Dr. Moreau, The",2.0,2.5
599,0.5481869859152568,886,Bulletproof,3.0,1.5
599,0.5481869859152568,899,Singin' in the Rain,5.0,3.0
599,0.5481869859152568,904,Rear Window,5.0,3.0
599,0.5481869859152568,910,Some Like It Hot,5.0,2.5
599,0.5481869859152568,912,Casablanca,5.0,4.0
599,0.5481869859152568,913,"Maltese Falcon, The",4.0,3.5
599,0.5481869859152568,916,Roman Holiday,5.0,3.0
599,0.5481869859152568,919,"Wizard of Oz, The",4.0,3.0
599,0.5481869859152568,923,Citizen Kane,5.0,4.0
599,0.5481869859152568,924,2001: A Space Odyssey,5.0,5.0
599,0.5481869859152568,951,His Girl Friday,4.0,5.0
599,0.5481869859152568,953,It's a Wonderful Life,5.0,3.5
599,0.5481869859152568,968,Night of the Living Dead,4.0,3.0
599,0.5481869859152568,991,Michael Collins,4.0,3.5
599,0.5481869859152568,994,Big Night,4.0,3.0
599,0.5481869859152568,996,Last Man Standing,3.0,2.0
599,0.5481869859152568,999,2 Days in the Valley,3.0,3.0
599,0.5481869859152568,1003,Extreme Measures,2.0,2.0
599,0.5481869859152568,1020,Cool Runnings,2.0,2.5
599,0.5481869859152568,1021,Angels in the Outfield,1.0,1.0
599,0.5481869859152568,1022,Cinderella,4.0,3.5
599,0.5481869859152568,1027,Robin Hood: Prince of Thieves,4.0,3.0
599,0.5481869859152568,1028,Mary Poppins,4.0,2.5
599,0.5481869859152568,1032,Alice in Wonderland,4.0,3.5
599,0.5481869859152568,1036,Die Hard,5.0,4.0
599,0.5481869859152568,1042,That Thing You Do!,3.0,2.0
599,0.5481869859152568,1047,"Long Kiss Goodnight, The",2.0,2.5
599,0.5481869859152568,1049,"Ghost and the Darkness, The",3.0,2.0
599,0.5481869859152568,1050,Looking for Richard,4.0,4.0
599,0.5481869859152568,1059,William Shakespeare's Romeo + Juliet,4.0,3.0
599,0.5481869859152568,1060,Swingers,5.0,3.5
599,0.5481869859152568,1073,Willy Wonka & the Chocolate Factory,4.0,3.0
599,0.5481869859152568,1079,"Fish Called Wanda, A",5.0,2.5
599,0.5481869859152568,1080,Monty Python's Life of Brian,5.0,4.5
599,0.5481869859152568,1084,Bonnie and Clyde,3.0,3.5
599,0.5481869859152568,1088,Dirty Dancing,3.0,2.5
599,0.5481869859152568,1089,Reservoir Dogs,5.0,5.0
599,0.5481869859152568,1090,Platoon,5.0,3.5
599,0.5481869859152568,1091,Weekend at Bernie's,2.0,1.5
599,0.5481869859152568,1093,"Doors, The",3.0,2.5
599,0.5481869859152568,1094,"Crying Game, The",3.0,3.0
599,0.5481869859152568,1095,Glengarry Glen Ross,4.0,4.0
599,0.5481869859152568,1097,E.T. the Extra-Terrestrial,4.0,4.0
599,0.5481869859152568,1100,Days of Thunder,3.5,2.5
599,0.5481869859152568,1101,Top Gun,5.0,2.5
599,0.5481869859152568,1103,Rebel Without a Cause,5.0,3.5
599,0.5481869859152568,1104,"Streetcar Named Desire, A",4.0,3.0
599,0.5481869859152568,1120,"People vs. Larry Flynt, The",4.0,3.5
599,0.5481869859152568,1127,"Abyss, The",3.0,3.5
599,0.5481869859152568,1129,Escape from New York,4.0,4.5
599,0.5481869859152568,1136,Monty Python and the Holy Grail,5.0,4.5
599,0.5481869859152568,1148,Wallace & Gromit: The Wrong Trousers,5.0,4.5
599,0.5481869859152568,1171,Bob Roberts,2.0,3.0
599,0.5481869859152568,1178,Paths of Glory,4.0,5.0
599,0.5481869859152568,1196,Star Wars: Episode V - The Empire Strikes Back,5.0,5.0
599,0.5481869859152568,1197,"Princess Bride, The",5.0,3.5
599,0.5481869859152568,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),5.0,3.5
599,0.5481869859152568,1199,Brazil,5.0,3.5
599,0.5481869859152568,1200,Aliens,5.0,5.0
599,0.5481869859152568,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",5.0,3.5
599,0.5481869859152568,1204,Lawrence of Arabia,5.0,4.0
599,0.5481869859152568,1206,"Clockwork Orange, A",5.0,4.5
599,0.5481869859152568,1208,Apocalypse Now,5.0,5.0
599,0.5481869859152568,1210,Star Wars: Episode VI - Return of the Jedi,5.0,5.0
599,0.5481869859152568,1213,Goodfellas,5.0,4.0
599,0.5481869859152568,1214,Alien,5.0,5.0
599,0.5481869859152568,1215,Army of Darkness,4.0,4.5
599,0.5481869859152568,1216,"Big Blue, The (Grand bleu, Le)",3.0,3.0
599,0.5481869859152568,1218,"Killer, The (Die xue shuang xiong)",4.0,3.5
599,0.5481869859152568,1220,"Blues Brothers, The",5.0,3.5
599,0.5481869859152568,1221,"Godfather: Part II, The",5.0,4.0
599,0.5481869859152568,1222,Full Metal Jacket,5.0,3.5
599,0.5481869859152568,1223,"Grand Day Out with Wallace and Gromit, A",5.0,4.5
599,0.5481869859152568,1224,Henry V,4.0,3.5
599,0.5481869859152568,1225,Amadeus,5.0,4.0
599,0.5481869859152568,1228,Raging Bull,4.0,3.5
599,0.5481869859152568,1231,"Right Stuff, The",5.0,3.5
599,0.5481869859152568,1233,"Boot, Das (Boat, The)",5.0,3.5
599,0.5481869859152568,1240,"Terminator, The",5.0,3.5
599,0.5481869859152568,1242,Glory,4.0,4.0
599,0.5481869859152568,1243,Rosencrantz and Guildenstern Are Dead,5.0,3.0
599,0.5481869859152568,1246,Dead Poets Society,4.0,4.0
599,0.5481869859152568,1247,"Graduate, The",5.0,3.5
599,0.5481869859152568,1249,"Femme Nikita, La (Nikita)",5.0,4.5
599,0.5481869859152568,1252,Chinatown,5.0,3.5
599,0.5481869859152568,1257,Better Off Dead...,5.0,2.0
599,0.5481869859152568,1259,Stand by Me,5.0,3.0
599,0.5481869859152568,1261,Evil Dead II (Dead by Dawn),4.0,3.0
599,0.5481869859152568,1263,"Deer Hunter, The",4.0,3.0
599,0.5481869859152568,1265,Groundhog Day,4.0,4.0
599,0.5481869859152568,1266,Unforgiven,5.0,3.0
599,0.5481869859152568,1268,Pump Up the Volume,4.0,2.5
599,0.5481869859152568,1270,Back to the Future,5.0,3.5
599,0.5481869859152568,1271,Fried Green Tomatoes,2.0,2.5
599,0.5481869859152568,1274,Akira,4.0,5.0
599,0.5481869859152568,1275,Highlander,4.0,3.5
599,0.5481869859152568,1278,Young Frankenstein,4.0,3.5
599,0.5481869859152568,1282,Fantasia,5.0,4.0
599,0.5481869859152568,1291,Indiana Jones and the Last Crusade,4.0,4.0
599,0.5481869859152568,1297,Real Genius,5.0,2.5
599,0.5481869859152568,1298,Pink Floyd: The Wall,4.0,2.5
599,0.5481869859152568,1299,"Killing Fields, The",5.0,3.0
599,0.5481869859152568,1302,Field of Dreams,4.0,3.0
599,0.5481869859152568,1307,When Harry Met Sally...,4.0,3.0
599,0.5481869859152568,1320,Alien³ (a.k.a. Alien 3),3.0,3.0
599,0.5481869859152568,1339,Dracula (Bram Stoker's Dracula),4.0,2.5
599,0.5481869859152568,1343,Cape Fear,4.0,2.5
599,0.5481869859152568,1347,"Nightmare on Elm Street, A",3.0,2.5
599,0.5481869859152568,1356,Star Trek: First Contact,3.0,3.5
599,0.5481869859152568,1357,Shine,4.0,3.0
599,0.5481869859152568,1370,Die Hard 2,4.0,2.5
599,0.5481869859152568,1371,Star Trek: The Motion Picture,3.0,3.0
599,0.5481869859152568,1372,Star Trek VI: The Undiscovered Country,3.0,3.0
599,0.5481869859152568,1373,Star Trek V: The Final Frontier,3.0,3.0
599,0.5481869859152568,1374,Star Trek II: The Wrath of Khan,4.0,3.0
599,0.5481869859152568,1375,Star Trek III: The Search for Spock,3.0,3.0
599,0.5481869859152568,1376,Star Trek IV: The Voyage Home,3.0,3.5
599,0.5481869859152568,1377,Batman Returns,4.0,4.5
599,0.5481869859152568,1378,Young Guns,4.0,1.5
599,0.5481869859152568,1380,Grease,3.0,3.0
599,0.5481869859152568,1382,Marked for Death,2.0,2.0
599,0.5481869859152568,1387,Jaws,4.0,3.5
599,0.5481869859152568,1390,My Fellow Americans,2.0,1.0
599,0.5481869859152568,1391,Mars Attacks!,4.0,3.0
599,0.5481869859152568,1393,Jerry Maguire,4.0,4.0
599,0.5481869859152568,1394,Raising Arizona,5.0,3.0
599,0.5481869859152568,1396,Sneakers,4.0,2.5
599,0.5481869859152568,1405,Beavis and Butt-Head Do America,4.0,3.0
599,0.5481869859152568,1407,Scream,4.0,2.5
599,0.5481869859152568,1408,"Last of the Mohicans, The",5.0,4.0
599,0.5481869859152568,1409,Michael,1.0,1.5
599,0.5481869859152568,1438,Dante's Peak,2.0,1.5
599,0.5481869859152568,1441,Benny & Joon,3.0,2.5
599,0.5481869859152568,1445,McHale's Navy,2.0,1.0
599,0.5481869859152568,1457,Fools Rush In,2.0,2.5
599,0.5481869859152568,1459,Absolute Power,3.0,1.5
599,0.5481869859152568,1464,Lost Highway,2.0,3.5
599,0.5481869859152568,1466,Donnie Brasco,3.0,3.0
599,0.5481869859152568,1476,Private Parts,4.0,3.5
599,0.5481869859152568,1479,"Saint, The",3.0,2.0
599,0.5481869859152568,1484,"Daytrippers, The",4.0,3.0
599,0.5481869859152568,1485,Liar Liar,3.0,2.5
599,0.5481869859152568,1488,"Devil's Own, The",3.0,2.5
599,0.5481869859152568,1499,Anaconda,2.0,2.0
599,0.5481869859152568,1515,Volcano,2.0,1.5
599,0.5481869859152568,1517,Austin Powers: International Man of Mystery,5.0,3.5
599,0.5481869859152568,1527,"Fifth Element, The",5.0,4.0
599,0.5481869859152568,1541,Addicted to Love,2.0,1.5
599,0.5481869859152568,1544,"Lost World: Jurassic Park, The",2.0,2.5
599,0.5481869859152568,1552,Con Air,3.0,3.0
599,0.5481869859152568,1562,Batman & Robin,2.0,1.5
599,0.5481869859152568,1573,Face/Off,3.0,3.5
599,0.5481869859152568,1580,Men in Black (a.k.a. MIB),4.0,3.0
599,0.5481869859152568,1584,Contact,3.0,2.0
599,0.5481869859152568,1587,Conan the Barbarian,5.0,3.5
599,0.5481869859152568,1589,Cop Land,5.0,3.0
599,0.5481869859152568,1591,Spawn,3.0,2.5
599,0.5481869859152568,1597,Conspiracy Theory,3.0,2.5
599,0.5481869859152568,1601,Hoodlum,3.0,2.0
599,0.5481869859152568,1605,Excess Baggage,3.0,2.0
599,0.5481869859152568,1608,Air Force One,3.0,2.5
599,0.5481869859152568,1609,187 (One Eight Seven),2.0,2.5
599,0.5481869859152568,1610,"Hunt for Red October, The",5.0,3.0
599,0.5481869859152568,1617,L.A. Confidential,5.0,3.5
599,0.5481869859152568,1625,"Game, The",4.0,2.5
599,0.5481869859152568,1635,"Ice Storm, The",4.0,3.0
599,0.5481869859152568,1639,Chasing Amy,4.0,3.5
599,0.5481869859152568,1644,I Know What You Did Last Summer,2.0,2.0
599,0.5481869859152568,1645,The Devil's Advocate,3.0,3.0
599,0.5481869859152568,1647,Playing God,3.0,2.5
599,0.5481869859152568,1653,Gattaca,4.0,3.5
599,0.5481869859152568,1658,"Life Less Ordinary, A",3.0,2.5
599,0.5481869859152568,1663,Stripes,5.0,2.5
599,0.5481869859152568,1667,Mad City,2.0,2.5
599,0.5481869859152568,1673,Boogie Nights,4.0,4.0
599,0.5481869859152568,1674,Witness,4.0,2.5
599,0.5481869859152568,1676,Starship Troopers,4.0,3.0
599,0.5481869859152568,1682,"Truman Show, The",4.0,4.0
599,0.5481869859152568,1687,"Jackal, The",2.0,1.0
599,0.5481869859152568,1689,"Man Who Knew Too Little, The",4.0,1.5
599,0.5481869859152568,1690,Alien: Resurrection,3.0,3.0
599,0.5481869859152568,1701,Deconstructing Harry,2.0,3.0
599,0.5481869859152568,1704,Good Will Hunting,5.0,4.5
599,0.5481869859152568,1711,Midnight in the Garden of Good and Evil,5.0,3.5
599,0.5481869859152568,1719,"Sweet Hereafter, The",4.0,3.5
599,0.5481869859152568,1721,Titanic,4.0,3.0
599,0.5481869859152568,1722,Tomorrow Never Dies,3.0,2.5
599,0.5481869859152568,1726,"Postman, The",2.0,2.5
599,0.5481869859152568,1729,Jackie Brown,3.0,4.0
599,0.5481869859152568,1732,"Big Lebowski, The",5.0,5.0
599,0.5481869859152568,1735,Great Expectations,4.0,3.0
599,0.5481869859152568,1747,Wag the Dog,4.0,3.0
599,0.5481869859152568,1748,Dark City,4.0,2.5
599,0.5481869859152568,1753,Half Baked,2.5,2.5
599,0.5481869859152568,1769,"Replacement Killers, The",3.0,2.5
599,0.5481869859152568,1777,"Wedding Singer, The",4.0,2.5
599,0.5481869859152568,1779,Sphere,1.0,2.5
599,0.5481869859152568,1784,As Good as It Gets,5.0,3.5
599,0.5481869859152568,1792,U.S. Marshals,3.0,2.5
599,0.5481869859152568,1799,Suicide Kings,4.0,3.0
599,0.5481869859152568,1801,"Man in the Iron Mask, The",2.0,2.5
599,0.5481869859152568,1805,Wild Things,4.0,3.0
599,0.5481869859152568,1810,Primary Colors,3.0,3.5
599,0.5481869859152568,1840,He Got Game,4.0,2.5
599,0.5481869859152568,1845,Zero Effect,4.0,2.5
599,0.5481869859152568,1866,"Big Hit, The",2.0,0.5
599,0.5481869859152568,1876,Deep Impact,3.0,2.0
599,0.5481869859152568,1882,Godzilla,3.0,2.5
599,0.5481869859152568,1883,Bulworth,3.0,4.0
599,0.5481869859152568,1884,Fear and Loathing in Las Vegas,4.0,4.0
599,0.5481869859152568,1894,Six Days Seven Nights,3.0,1.5
599,0.5481869859152568,1895,Can't Hardly Wait,4.0,2.5
599,0.5481869859152568,1909,"X-Files: Fight the Future, The",3.0,3.5
599,0.5481869859152568,1912,Out of Sight,3.0,2.5
599,0.5481869859152568,1917,Armageddon,4.0,3.0
599,0.5481869859152568,1918,Lethal Weapon 4,2.0,2.5
599,0.5481869859152568,1920,Small Soldiers,3.0,2.0
599,0.5481869859152568,1921,Pi,4.0,4.0
599,0.5481869859152568,1923,There's Something About Mary,5.0,3.0
599,0.5481869859152568,1945,On the Waterfront,4.0,4.5
599,0.5481869859152568,1947,West Side Story,4.0,3.0
